ID;FullName;global_id;AdmArea;District;Address;LegalAddress;ContactPhone;Fax;Email;WebSite;Categorization;CertificateNumber;CertificateIssueDate;NumberInFederalList;CertificateValidity;NameOfAccreditedOrganization;geodata_center;geoarea
1515;"хостел ""Barista Bed & Breakfast"" ООО ""ВИМС""";878862262;Центральный административный округ;Басманный район;Подсосенский переулок, дом 14, строение 1 ;;"PublicPhone:(910) 464-09-08

";;mail@baristabb.ru ;;без звезд;550014811 ;11.06.2018;550014811 ;11.06.2021;"ООО  ""Академия Консалтинга и Инноваций""	";0101000000E3FF8EA850D34240B5183C4CFBE04B40;
1516;"Хостел ""Axel""";878862358;Центральный административный округ;Басманный район;Покровский бульвар, дом 8, строение 2, помещение 14 ;;"PublicPhone:(926) 277-33-33

";;info@axel-hostel.ru;;одна звезда ;550014825 ;18.06.2018;550014825 ;17.06.2021;"АНО ""Центр развития социального и культурно-познавательного туризма""";01010000007313B534B7D242407B14AE47E1E04B40;
1517;"отель ""Феликс""";878864404;Центральный административный округ;Тверской район;улица Петровка, дом 19, строение 3 ;;"PublicPhone:(916) 036-83-98

";;apartarbat@yandex.ru ;;три звезды;550014827 ;14.06.2018;550014827 ;13.06.2021;"ООО ""Бюро классификации и экспертизы""	";01010000009B728577B9CE42405133A48AE2E14B40;
1518;"""Три Звезды"" на ул. Причальный проезд, 6, к.1";878866742;Северный административный округ;район Хорошёво-Мнёвники;Причальный проезд, дом 6, корпус 1;;"PublicPhone:(495) 780-29-30

";;7802930@gmail.com ;;без звезд; 550014859;18.06.2018; 550014859;17.06.2021;"ООО ""СКАЙГЕЙТ""	";010100000014CC988235C2424054FEB5BC72E14B40;
1519;"гостиница ""Три Звезды""на ул. Новаторов 15";878867889;Юго-Западный административный округ;Обручевский район; улица Новаторов, дом 15 ;;"PublicPhone:(495) 780-29-30

";;7802930@gmail.com ;;без звезд;550014861 ;18.06.2018;550014861 ;17.05.2021;"ООО  ""СКАЙГЕЙТ""	";0101000000BB26A43506C34240122F4FE78AD44B40;
1520;"Гостиница ""Три Звезды"" на ул. Правды, д. 11";878868079;Северный административный округ;район Беговой;улица Правды, дом 11 ;;"PublicPhone:(495) 780-29-30

";;7802930@gmail.com ;;одна звезда ;550014862 ;18.06.2018;550014862 ;17.06.2021;"ООО ""СКАЙГЕЙТ""	";010100000009185DDE1CCA42404D672783A3E44B40;
1521;"Хостел ""Зенит""";878868697;Юго-Восточный административный округ;Нижегородский район;Остаповский проезд, дом 3, строение 15 ;;"PublicPhone:(000) 000-00-00

";;zenit012018@gmail.com ;;без звезд;550014867 ;20.06.2018;550014867 ;19.06.2021;"АНО независимый центр экспертиз и консалтинговых услуг ""ЭкспертКонсалтЦентр""	";01010000005514AFB2B6D942403DEFC682C2DC4B40;
1522;"Хостел ""Инсайд""";878875030;Юго-Восточный административный округ;Нижегородский район;Остаповский проезд, дом 3, строение 25 ;;"PublicPhone:(000) 000-00-00

";;zenit012018@gmail.com ;;без звезд;550014868 ;20.06.2018;550014868 ;20.06.2021;"АНО независимый центр экспертиз и консалтинговых услуг ""ЭкспертКонсалтЦентр""	";01010000008ECEF9298ED942403883BF5FCCDC4B40;
1523;"Гостиница ""Апарт-отель ""ЗИМА""";878882465;Центральный административный округ;Тверской район;Старопименовский переулок, дом 11, строение 3 ;;"PublicPhone:(495) 743-96-51

PublicPhone:(925) 421-26-03

";;info@zimahotel.ru ;msk.zimahotel.ru;без звезд;550014872 ;19.06.2018;550014872 ;18.06.2021;"ООО ""Уральский центр экспертизы услуг""";010100000004AF963B33CD4240E597C11891E24B40;
1524;"Хостел ""Star Wars"" Индивидуальный предприниматель Озманян Анжела Титаловна";878883658;Центральный административный округ;Басманный район;Кривоколенный переулок, дом 4, строенира 3 ;;"PublicPhone:(968) 958-06-98

";;starwarshostel@gmail.com ;;без звезд;550014892 ;21.06.2018;550014892 ;20.06.2021;"ООО ""Стар Лайн""	";01010000003882548A1DD14240ED629AE95EE14B40;
1525;Апартаменты Лефортово;878884891;Юго-Восточный административный округ;район Лефортово;улица Лефортовский Вал, дом 9А ;;"PublicPhone:(495) 362-55-79

";(495) 362-55-79;keramik2000@mail.ru ;;без звезд;550014897 ;21.06.2018;550014897 ;20.06.2021;"ООО ""СКАЙГЕЙТ""";01010000004F5C8E5720DA42401899805F23E14B40;
1526;Хостел «Пять столиц» ООО «ПОСТОЯЛЕЦ»;903905400;Южный административный округ;район Чертаново Северное;Чертановская улица, дом 7А;;"PublicPhone:(926) 839-76-60

";;chertanovo.hostel@mail.ru;;без звезд;550015472;06.09.2018;550015472;06.09.2021;"АНО ""Центр развития социального и культурно-познавательного туризма""";0101000000BB09BE69FACC42406361889CBED04B40;
1527;Гостиница «Радуга» ООО «Авита-Урал»;903906277;Восточный административный округ;район Измайлово;3-я Прядильная улица, дом 16А;;"PublicPhone:(499) 166-68-67

";;Avitahotel2012@yandex.ru;;две звезды;550015466;06.09.2018;550015466;05.09.2021;"ООО ""Центр промышленной безопасности и экспертизы""";0101000000A0012EC896E3424010035DFB02E64B40;
1528;Хостел Общество с ограниченной ответственностью «НАУЧНО ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР «АРСЕНАЛ»;903906312;Восточный административный округ;район Соколиная Гора;улица Буракова, дом 6А, строение 1;;"PublicPhone:(985) 448-20-18

";;info@studenthostel.ru;;без звезд;550015465;31.08.2018;550015465;31.08.2021;"ООО  ""Академия Консалтинга и Инноваций""";0101000000C08A1A4CC3DC42406440F67AF7E14B40;
1529;"Меблированные комнаты ГБУ «СШОР «Трудовые резервы» Москомспорта
";903906642;Восточный административный округ;район Восточное Измайлово;Нижняя Первомайская улица, дом 52;;"PublicPhone:(495) 965-41-19

";;sfk.tr@mossport.ru;;без звезд;550015464;09.09.2018;550015464;09.09.2021;"ООО  ""Академия Консалтинга и Инноваций""";01010000002E1C08C902E842404015376E31E54B40;
1530;"ООО  ""Бюро классификации и экспертизы""";903906704;Центральный административный округ;Пресненский район;Зоологическая улица, дом 26, строение 2;;"PublicPhone:(495) 642-43-28

";; Srv2884@gmail.com;;без звезд;550015451;05.09.2018;550015451;04.09.2021;"ООО  ""Бюро классификации и экспертизы""";0101000000E02D7F74A0CA42403E37D9AB34E24B40;
1531;Мини-гостиница «Centeral Hotel» ООО «Центрико»;903940580;Центральный административный округ;Тверской район;улица Петровка, дом 20/1 ;;"PublicPhone:(965) 336-95-92

";;dir@centeral.ru;www.centeral.ru;три звезды;550015449;04.09.2018;550015449;03.09.2021;"ООО ""Строим отель""";010100000040B4C29904CF4240D5D237C4D3E14B40;
1532; Гостиница Хостел «Хамелеон» ИП Васильева Юлия Викторовна;903940584;Северо-Восточный административный округ;Бутырский район;Складочная улица, дом 1, строение 13;;"PublicPhone:(905) 570-74-04

";;v_uv@mail.ru;;без звезд;550015437;31.08.2018;550015437;31.08.2021;"ООО ""Скайгейт""";010100000020D1764CDDCB42401FBFB7E9CFE64B40;
1533;Гостиница «Маркелл» ООО «ВЫБОР»;903946140;Центральный административный округ;Тверской район;Большой Каретный переулок, дом 4, строение 5;;"PublicPhone:(495) 740-51-26

";; info@markellhotel.ru;www.markellhotel.ru;четыре звезды;550015423;31.08.2018;550015423;31.08.2021;"АНО ""Евразийское агентство технического регулирования и метрологии""";0101000000F0293927F6CE4240E75086AA98E24B40;
1534; АСТ-Отель ;903948508;Центральный административный округ;Красносельский район;ул. Новорязанская, д.16/11, стр.1 ;;"PublicPhone:(915) 415-41-08

";;;;без звезд; 550015416 ;29.08.2018; 550015416 ;28.08.2021;" Общество с ограниченной ответственностью ""Центр промышленной безопасности и экспертизы""	";01010000004083143C85D44240081C0934D8E24B40;
1535;Гостиница «Дом творчества писателей «Переделкино» ;903948684;Новомосковский административный округ;поселение Внуковское;поселение Внуковское, поселок ДСК «Мичуринец», улица Погодина, дом 4;;"PublicPhone:(495) 733-89-18

";(495) 733-89-18;lena.peredelkino@mail.ru;;две звезды;550015411;29.08.2018;550015411;28.08.2021;"АНО ""Центр развития социального и культурно-познавательного туризма""";01010000001EBF5C305DAB42409923754C27D44B40;
1536;"Гостиница "" Wellion Vodny "" ООО ""Минима Водный""";903948685;Северный административный округ;Войковский район;Головинское шоссе, дом 8, корпус 2а;;"PublicPhone:(495) 152-33-33

";(495) 152-33-33;info@ wellion-hotels.ru;www.wellion-hotels.ru;три звезды;550015408;28.08.2018;550015408;28.08.2021;"ООО ""Эксперт Консалт Груп""";0101000000601E6B4606BF4240ADDBA0F65BEB4B40;
